Roll,Sem,SubCode,Credit,Grade,Sub_Type
0501EE29,4,HS202,6,BC,HS Elective
0501EE29,4,MA225,8,BB,CORE
0501EE29,4,MA231,6,BC,Elective-Sc.
0501EE29,5,EE310,6,CC,CORE
0501EE29,5,EE311,3,BC,CORE
0501EE29,5,EE320,6,CC,CORE
0501EE29,5,EE331,3,BB,CORE
0501EE29,5,EE350,6,CC,CORE
0501EE29,5,EE370,6,BC,CORE
0501EE29,5,EE371,3,BB,CORE
0501EE29,5,EE380,6,CD,CORE
0501EE29,6,EE304,4,CD,CORE
0501EE29,6,EE321,3,BB,CORE
0501EE29,6,EE322,6,CC,CORE
0501EE29,6,EE340,6,CD,CORE
0501EE29,6,EE351,6,CD,CORE
0501EE29,6,EE360,6,BC,CORE
0501EE29,6,EE361,3,CC,CORE
0501EE29,6,HS311,6,CC,HSS Elective
0501EE29,7,EE400,2,CC,CORE
0501EE29,7,EE430,6,BC,Departmental Elective - II
0501EE29,7,EE480,6,CD,CORE
0501EE29,7,EE481,6,CD,CORE
0501EE29,7,EE482,3,BC,CORE
0501EE29,7,EE490,6,BB,Departmental Elective - I
0501EE29,7,EE498,10,BB,CORE
0501EE29,7,PH402,6,BC,Open Elective - I
0501EE29,8,EE483,6,DD,Departmental Elective - III
0501EE29,8,EE499,14,DD,CORE
0501EE29,8,EE508,6,CD,Departmental Elective - IV
0501EE29,8,HS441,6,BC,HS Elective
0501EE29,8,PH403,6,CC,Open Elective - II
0501EE30,1,CH101,8,CD,CORE
0501EE30,1,CH110,3,AA,CORE
0501EE30,1,EE101,8,AA,CORE
0501EE30,1,HS101,6,AA,CORE
0501EE30,1,MA101,8,BC,CORE
0501EE30,1,ME110,3,BB,CORE
0501EE30,1,ME111,7,BB,CORE
0501EE30,1,PH101,6,BB,CORE
0501EE30,2,CH102,6,AB,CORE
0501EE30,2,CS101,6,BC,CORE
0501EE30,2,CS110,3,CC,CORE
0501EE30,2,EE102,4,AA,CORE
0501EE30,2,MA102,8,CC,CORE
0501EE30,2,ME101,8,CC,CORE
0501EE30,2,PH102,6,AB,CORE
0501EE30,2,PH110,3,AA,CORE
0501EE30,3,CS201,9,CC,CORE
0501EE30,3,EE200,6,BB,CORE
0501EE30,3,EE201,6,AB,CORE
0501EE30,3,EE202,3,BB,CORE
0501EE30,3,EE220,8,BB,CORE
0501EE30,3,HS201,6,BB,HS ELECTIVE
0501EE30,3,MA201,8,CD,CORE
0501EE30,4,CH201,6,AA,Elective-Sc.
0501EE30,4,EE203,6,AB,CORE
0501EE30,4,EE204,3,AB,CORE
0501EE30,4,EE230,8,AB,CORE
0501EE30,4,EE280,6,AA,CORE
0501EE30,4,EE281,3,AA,CORE
0501EE30,4,HS202,6,BB,HS Elective
0501EE30,4,MA225,8,BC,CORE
0501EE30,5,EE310,6,BB,CORE
0501EE30,5,EE311,3,AB,CORE
0501EE30,5,EE320,6,AB,CORE
0501EE30,5,EE331,3,AA,CORE
0501EE30,5,EE350,6,AB,CORE
0501EE30,5,EE370,6,BB,CORE
0501EE30,5,EE371,3,AA,CORE
0501EE30,5,EE380,6,AB,CORE
0501EE30,6,EE304,4,CC,CORE
0501EE30,6,EE321,3,BB,CORE
0501EE30,6,EE322,6,BC,CORE
0501EE30,6,EE340,6,CC,CORE
0501EE30,6,EE351,6,CC,CORE
0501EE30,6,EE360,6,BB,CORE
0501EE30,6,EE361,3,BC,CORE
0501EE30,6,HS311,6,AA,HSS Elective
0501EE30,7,EE400,2,BC,CORE
0501EE30,7,EE430,6,AB,Departmental Elective - I
0501EE30,7,EE480,6,BB,CORE
0501EE30,7,EE481,6,BB,CORE
0501EE30,7,EE482,3,BB,CORE
0501EE30,7,EE490,6,AB,Departmental Elective - II
0501EE30,7,EE498,10,AB,CORE
0501EE30,7,PH401,6,AA,Open Elective - I
0501EE30,8,EE483,6,AB,Departmental Elective - III
0501EE30,8,EE499,14,BB,CORE
0501EE30,8,EE508,6,AA,Departmental Elective - IV
0501EE30,8,HS441,6,AB,HS Elective
0501EE30,8,PH403,6,BB,Open Elective - II
0501EE31,1,CH101,8,AB,CORE
0501EE31,1,CH110,3,AB,CORE
0501EE31,1,EE101,8,AB,CORE
0501EE31,1,HS101,6,AB,CORE
0501EE31,1,MA101,8,BB,CORE
0501EE31,1,ME110,3,AB,CORE
0501EE31,1,ME111,7,BC,CORE
0501EE31,1,PH101,6,AB,CORE
0501EE31,2,CH102,6,AB,CORE
0501EE31,2,CS101,6,BC,CORE
0501EE31,2,CS110,3,BB,CORE
0501EE31,2,EE102,4,AA,CORE
0501EE31,2,MA102,8,AB,CORE
0501EE31,2,ME101,8,BB,CORE
0501EE31,2,PH102,6,BB,CORE
0501EE31,2,PH110,3,AA,CORE
0501EE31,3,CS201,9,AB,CORE
0501EE31,3,EE200,6,AB,CORE
0501EE31,3,EE201,6,BB,CORE
0501EE31,3,EE202,3,AA,CORE
0501EE31,3,EE220,8,AB,CORE
0501EE31,3,HS201,6,AB,HS ELECTIVE
0501EE31,3,MA201,8,BB,CORE
0501EE31,4,EE203,6,BB,CORE
0501EE31,4,EE204,3,AB,CORE
0501EE31,4,EE230,8,BB,CORE
0501EE31,4,EE280,6,BB,CORE
0501EE31,4,EE281,3,AB,CORE
0501EE31,4,HS202,6,BB,HS Elective
0501EE31,4,MA225,8,BC,CORE
0501EE31,4,MA231,6,BB,Elective-Sc.
0501EE31,5,EE310,6,BB,CORE
0501EE31,5,EE311,3,AB,CORE
0501EE31,5,EE320,6,AA,CORE
0501EE31,5,EE331,3,AA,CORE
0501EE31,5,EE350,6,AA,CORE
0501EE31,5,EE370,6,BB,CORE
0501EE31,5,EE371,3,AA,CORE
0501EE31,5,EE380,6,BC,CORE
0501EE31,6,EE304,4,AB,CORE
0501EE31,6,EE321,3,AB,CORE
0501EE31,6,EE322,6,BC,CORE
0501EE31,6,EE340,6,BB,CORE
0501EE31,6,EE351,6,CC,CORE
0501EE31,6,EE360,6,AB,CORE
0501EE31,6,EE361,3,AB,CORE
0501EE31,6,HS331,6,BB,HSS Elective
0501EE31,7,EE400,2,AB,CORE
0501EE31,7,EE410,6,BB,Departmental Elective - II
0501EE31,7,EE430,6,AA,Departmental Elective - I
0501EE31,7,EE480,6,BB,CORE
0501EE31,7,EE481,6,BB,CORE
0501EE31,7,EE482,3,AA,CORE
0501EE31,7,EE498,10,AA,CORE
0501EE31,7,PH402,6,AB,Open Elective - I
0501EE31,8,EE483,6,BC,Departmental Elective - III
0501EE31,8,EE499,14,AA,CORE
0501EE31,8,EE508,6,BB,Departmental Elective - IV
0501EE31,8,HS441,6,BB,HS Elective
0501EE31,8,PH403,6,BB,Open Elective - II
0501EE32,1,CH101,8,BB,CORE
0501EE32,1,CH110,3,AA,CORE
0501EE32,1,EE101,8,BB,CORE
0501EE32,1,HS101,6,BB,CORE
0501EE32,1,MA101,8,BC,CORE
0501EE32,1,ME110,3,BB,CORE
0501EE32,1,ME111,7,BC,CORE
0501EE32,1,PH101,6,BB,CORE
0501EE32,2,CH102,6,AB,CORE
0501EE32,2,CS101,6,CC,CORE
0501EE32,2,CS110,3,CC,CORE
0501EE32,2,EE102,4,BB,CORE
0501EE32,2,MA102,8,AA,CORE
0501EE32,2,ME101,8,BB,CORE
0501EE32,2,PH102,6,AB,CORE
0501EE32,2,PH110,3,AA,CORE
0501EE32,3,CS201,9,CD,CORE
0501EE32,3,EE200,6,BB,CORE
0501EE32,3,EE201,6,BC,CORE
0501EE32,3,EE202,3,AB,CORE
0501EE32,3,EE220,8,AB,CORE
0501EE32,3,HS201,6,AB,HS ELECTIVE
0501EE32,3,MA201,8,AB,CORE
0501EE32,4,EE203,6,BB,CORE
0501EE32,4,EE204,3,BC,CORE
0501EE32,4,EE230,8,AB,CORE
0501EE32,4,EE280,6,AA,CORE
0501EE32,4,EE281,3,AA,CORE
0501EE32,4,HS202,6,AB,HS Elective
0501EE32,4,MA225,8,AA,CORE
0501EE32,4,MA251,6,BC,Elective-Sc.
0501EE32,5,EE310,6,AB,CORE
0501EE32,5,EE311,3,BB,CORE
0501EE32,5,EE320,6,AA,CORE
0501EE32,5,EE331,3,AA,CORE
0501EE32,5,EE350,6,AA,CORE
0501EE32,5,EE370,6,AB,CORE
0501EE32,5,EE371,3,AA,CORE
0501EE32,5,EE380,6,AA,CORE
0501EE32,6,EE304,4,AA,CORE
0501EE32,6,EE321,3,AB,CORE
0501EE32,6,EE322,6,BB,CORE
0501EE32,6,EE340,6,BB,CORE
0501EE32,6,EE351,6,CC,CORE
0501EE32,6,EE360,6,BB,CORE
0501EE32,6,EE361,3,BC,CORE
0501EE32,6,HS331,6,AA,HSS Elective
0501EE32,7,EE400,2,BB,CORE
0501EE32,7,EE430,6,AA,Departmental Elective - I
0501EE32,7,EE480,6,AA,CORE
0501EE32,7,EE481,6,BB,CORE
0501EE32,7,EE482,3,AA,CORE
0501EE32,7,EE490,6,AA,Departmental Elective - II
0501EE32,7,EE498,10,AB,CORE
0501EE32,7,PH401,6,AA,Open Elective - I
0501EE32,8,CE442,6,CC,Open Elective - II
0501EE32,8,EE483,6,AB,Departmental Elective - III
0501EE32,8,EE499,14,BC,CORE
0501EE32,8,EE508,6,BB,Departmental Elective - IV
0501EE32,8,HS441,6,BB,HS Elective

